Date,Month,Month Name,Region,City,Customer Type,Channel,Product,Category, Unit Price ,Quantity, Revenue ,Sales Rep, Cost Price , COGS , Profit 
2025-03-30,3,March,North,Port Harcourt,Retail,Store,Printer P50,Electronics," 150,000 ",9," 1,350,000 ",David," 120,000 "," 1,080,000 "," 270,000 "
2025-02-07,2,February,West,Port Harcourt,Retail,Online,Blender B10,Home Appliances," 30,000 ",4," 120,000 ",Chidinma," 24,000 "," 96,000 "," 24,000 "
2025-05-01,5,May,East,Kano,Corporate,Online,Microwave M20,Home Appliances," 60,000 ",9," 540,000 ",Musa," 48,000 "," 432,000 "," 108,000 "
2025-01-10,1,January,South,Lagos,Retail,Store,Desktop PC D21,Electronics," 300,000 ",9," 2,700,000 ",Musa," 240,000 "," 2,160,000 "," 540,000 "
2025-04-21,4,April,North,Abuja,Retail,Online,Sofa Classic,Furniture," 320,000 ",3," 960,000 ",Grace," 256,000 "," 768,000 "," 192,000 "
2025-04-25,4,April,West,Port Harcourt,Retail,Online,Printer P50,Electronics," 150,000 ",1," 150,000 ",Chidinma," 120,000 "," 120,000 "," 30,000 "
2025-04-02,4,April,North,Lagos,Corporate,Online,Desktop PC D21,Electronics," 300,000 ",9," 2,700,000 ",Musa," 240,000 "," 2,160,000 "," 540,000 "
2025-01-14,1,January,East,Lagos,Retail,Online,Refrigerator R55,Home Appliances," 220,000 ",3," 660,000 ",David," 176,000 "," 528,000 "," 132,000 "
2025-04-19,4,April,West,Kano,Corporate,Online,Refrigerator R55,Home Appliances," 220,000 ",9," 1,980,000 ",Grace," 176,000 "," 1,584,000 "," 396,000 "
2025-01-07,1,January,East,Kano,Corporate,Store,Microwave M20,Home Appliances," 60,000 ",6," 360,000 ",Grace," 48,000 "," 288,000 "," 72,000 "
2025-02-04,2,February,North,Kano,Retail,Store,Blender B10,Home Appliances," 30,000 ",10," 300,000 ",Peter," 24,000 "," 240,000 "," 60,000 "
2025-01-02,1,January,South,Kano,Corporate,Store,Laptop A13,Electronics," 420,000 ",8," 3,360,000 ",Grace," 336,000 "," 2,688,000 "," 672,000 "
2025-03-26,3,March,South,Kano,Corporate,Online,Microwave M20,Home Appliances," 60,000 ",9," 540,000 ",Chidinma," 48,000 "," 432,000 "," 108,000 "
2025-01-18,1,January,East,Kano,Corporate,Online,Smartphone Z10,Electronics," 250,000 ",1," 250,000 ",Peter," 200,000 "," 200,000 "," 50,000 "
2025-02-23,2,February,South,Kano,Retail,Online,Microwave M20,Home Appliances," 60,000 ",1," 60,000 ",Grace," 48,000 "," 48,000 "," 12,000 "
2025-04-16,4,April,South,Abuja,Retail,Online,Laptop A13,Electronics," 420,000 ",8," 3,360,000 ",Grace," 336,000 "," 2,688,000 "," 672,000 "
2025-02-03,2,February,South,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances," 180,000 ",4," 720,000 ",Grace," 144,000 "," 576,000 "," 144,000 "
2025-03-17,3,March,East,Kano,Retail,Store,Air Conditioner X2,Home Appliances," 180,000 ",7," 1,260,000 ",Grace," 144,000 "," 1,008,000 "," 252,000 "
2025-01-03,1,January,North,Kano,Retail,Online,Blender B10,Home Appliances," 30,000 ",6," 180,000 ",Aisha," 24,000 "," 144,000 "," 36,000 "
2025-02-20,2,February,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances," 180,000 ",4," 720,000 ",David," 144,000 "," 576,000 "," 144,000 "
2025-04-25,4,April,East,Abuja,Corporate,Store,Desktop PC D21,Electronics," 300,000 ",3," 900,000 ",Musa," 240,000 "," 720,000 "," 180,000 "
2025-01-21,1,January,West,Lagos,Retail,Online,Microwave M20,Home Appliances," 60,000 ",3," 180,000 ",Chidinma," 48,000 "," 144,000 "," 36,000 "
2025-02-20,2,February,East,Port Harcourt,Corporate,Online,Refrigerator R55,Home Appliances," 220,000 ",1," 220,000 ",Musa," 176,000 "," 176,000 "," 44,000 "
2025-02-05,2,February,North,Lagos,Retail,Online,Desktop PC D21,Electronics," 300,000 ",2," 600,000 ",David," 240,000 "," 480,000 "," 120,000 "
2025-03-05,3,March,South,Kano,Retail,Online,Printer P50,Electronics," 150,000 ",3," 450,000 ",David," 120,000 "," 360,000 "," 90,000 "
2025-02-04,2,February,North,Lagos,Corporate,Online,Office Chair Pro,Furniture," 85,000 ",1," 85,000 ",David," 68,000 "," 68,000 "," 17,000 "
2025-01-02,1,January,South,Lagos,Retail,Store,Blender B10,Home Appliances," 30,000 ",6," 180,000 ",Chidinma," 24,000 "," 144,000 "," 36,000 "
2025-03-02,3,March,West,Kano,Corporate,Online,Printer P50,Electronics," 150,000 ",5," 750,000 ",Musa," 120,000 "," 600,000 "," 150,000 "
2025-04-19,4,April,West,Lagos,Retail,Store,Blender B10,Home Appliances," 30,000 ",5," 150,000 ",Aisha," 24,000 "," 120,000 "," 30,000 "
2025-04-12,4,April,East,Lagos,Retail,Store,Air Conditioner X2,Home Appliances," 180,000 ",9," 1,620,000 ",Grace," 144,000 "," 1,296,000 "," 324,000 "
2025-02-05,2,February,North,Kano,Corporate,Store,Microwave M20,Home Appliances," 60,000 ",6," 360,000 ",Musa," 48,000 "," 288,000 "," 72,000 "
2025-03-19,3,March,North,Lagos,Retail,Store,Smartphone Z10,Electronics," 250,000 ",10," 2,500,000 ",David," 200,000 "," 2,000,000 "," 500,000 "
2025-02-04,2,February,South,Kano,Retail,Store,Laptop A13,Electronics," 420,000 ",3," 1,260,000 ",David," 336,000 "," 1,008,000 "," 252,000 "
2025-01-12,1,January,North,Port Harcourt,Corporate,Store,Printer P50,Electronics," 150,000 ",3," 450,000 ",David," 120,000 "," 360,000 "," 90,000 "
2025-03-31,3,March,South,Abuja,Corporate,Store,Refrigerator R55,Home Appliances," 220,000 ",4," 880,000 ",David," 176,000 "," 704,000 "," 176,000 "
2025-01-01,1,January,South,Lagos,Corporate,Store,Office Chair Pro,Furniture," 85,000 ",10," 850,000 ",David," 68,000 "," 680,000 "," 170,000 "
2025-03-20,3,March,North,Kano,Retail,Store,Desktop PC D21,Electronics," 300,000 ",6," 1,800,000 ",Grace," 240,000 "," 1,440,000 "," 360,000 "
2025-02-25,2,February,West,Port Harcourt,Retail,Online,Desktop PC D21,Electronics," 300,000 ",8," 2,400,000 ",Aisha," 240,000 "," 1,920,000 "," 480,000 "
2025-02-03,2,February,South,Abuja,Corporate,Store,Sofa Classic,Furniture," 320,000 ",4," 1,280,000 ",Musa," 256,000 "," 1,024,000 "," 256,000 "
2025-04-06,4,April,South,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances," 180,000 ",5," 900,000 ",Grace," 144,000 "," 720,000 "," 180,000 "
2025-01-01,1,January,West,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances," 180,000 ",6," 1,080,000 ",Peter," 144,000 "," 864,000 "," 216,000 "
2025-03-15,3,March,East,Kano,Corporate,Store,Printer P50,Electronics," 150,000 ",9," 1,350,000 ",Musa," 120,000 "," 1,080,000 "," 270,000 "
2025-01-31,1,January,West,Port Harcourt,Retail,Online,Printer P50,Electronics," 150,000 ",1," 150,000 ",Peter," 120,000 "," 120,000 "," 30,000 "
2025-01-12,1,January,East,Kano,Retail,Online,Air Conditioner X2,Home Appliances," 180,000 ",8," 1,440,000 ",Peter," 144,000 "," 1,152,000 "," 288,000 "
2025-03-11,3,March,West,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances," 180,000 ",6," 1,080,000 ",Musa," 144,000 "," 864,000 "," 216,000 "
2025-04-11,4,April,North,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances," 180,000 ",3," 540,000 ",Aisha," 144,000 "," 432,000 "," 108,000 "
2025-03-14,3,March,North,Kano,Retail,Online,Printer P50,Electronics," 150,000 ",10," 1,500,000 ",Chidinma," 120,000 "," 1,200,000 "," 300,000 "
2025-04-12,4,April,South,Kano,Retail,Store,Air Conditioner X2,Home Appliances," 180,000 ",8," 1,440,000 ",Aisha," 144,000 "," 1,152,000 "," 288,000 "
2025-02-20,2,February,West,Kano,Retail,Store,Desktop PC D21,Electronics," 300,000 ",8," 2,400,000 ",Musa," 240,000 "," 1,920,000 "," 480,000 "
2025-02-05,2,February,West,Kano,Retail,Store,Sofa Classic,Furniture," 320,000 ",9," 2,880,000 ",Peter," 256,000 "," 2,304,000 "," 576,000 "
2025-01-18,1,January,South,Kano,Retail,Online,Sofa Classic,Furniture," 320,000 ",7," 2,240,000 ",Grace," 256,000 "," 1,792,000 "," 448,000 "
2025-04-26,4,April,East,Abuja,Retail,Online,Printer P50,Electronics," 150,000 ",7," 1,050,000 ",David," 120,000 "," 840,000 "," 210,000 "
2025-01-21,1,January,East,Abuja,Retail,Store,Refrigerator R55,Home Appliances," 220,000 ",6," 1,320,000 ",Grace," 176,000 "," 1,056,000 "," 264,000 "
2025-03-16,3,March,North,Lagos,Retail,Online,Smartphone Z10,Electronics," 250,000 ",1," 250,000 ",Peter," 200,000 "," 200,000 "," 50,000 "
2025-03-18,3,March,West,Lagos,Retail,Online,Microwave M20,Home Appliances," 60,000 ",4," 240,000 ",David," 48,000 "," 192,000 "," 48,000 "
2025-01-02,1,January,North,Lagos,Retail,Online,Office Chair Pro,Furniture," 85,000 ",9," 765,000 ",David," 68,000 "," 612,000 "," 153,000 "
2025-03-02,3,March,West,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances," 180,000 ",5," 900,000 ",Chidinma," 144,000 "," 720,000 "," 180,000 "
2025-01-24,1,January,West,Lagos,Retail,Store,Printer P50,Electronics," 150,000 ",4," 600,000 ",Chidinma," 120,000 "," 480,000 "," 120,000 "
2025-02-15,2,February,North,Lagos,Retail,Online,Printer P50,Electronics," 150,000 ",4," 600,000 ",Musa," 120,000 "," 480,000 "," 120,000 "
2025-04-16,4,April,East,Lagos,Corporate,Online,Blender B10,Home Appliances," 30,000 ",2," 60,000 ",Musa," 24,000 "," 48,000 "," 12,000 "
2025-04-24,4,April,South,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances," 180,000 ",6," 1,080,000 ",Aisha," 144,000 "," 864,000 "," 216,000 "
2025-04-10,4,April,North,Kano,Corporate,Store,Microwave M20,Home Appliances," 60,000 ",9," 540,000 ",Grace," 48,000 "," 432,000 "," 108,000 "
2025-03-03,3,March,South,Port Harcourt,Retail,Online,Printer P50,Electronics," 150,000 ",3," 450,000 ",David," 120,000 "," 360,000 "," 90,000 "
2025-04-18,4,April,North,Lagos,Retail,Online,Office Chair Pro,Furniture," 85,000 ",3," 255,000 ",Musa," 68,000 "," 204,000 "," 51,000 "
2025-04-03,4,April,East,Port Harcourt,Corporate,Store,Blender B10,Home Appliances," 30,000 ",3," 90,000 ",Peter," 24,000 "," 72,000 "," 18,000 "
2025-03-08,3,March,East,Kano,Corporate,Online,Office Chair Pro,Furniture," 85,000 ",2," 170,000 ",Chidinma," 68,000 "," 136,000 "," 34,000 "
2025-01-10,1,January,West,Abuja,Corporate,Online,Blender B10,Home Appliances," 30,000 ",6," 180,000 ",Chidinma," 24,000 "," 144,000 "," 36,000 "
2025-04-28,4,April,West,Abuja,Corporate,Online,Sofa Classic,Furniture," 320,000 ",1," 320,000 ",Chidinma," 256,000 "," 256,000 "," 64,000 "
2025-04-19,4,April,South,Lagos,Retail,Store,Laptop A13,Electronics," 420,000 ",5," 2,100,000 ",Aisha," 336,000 "," 1,680,000 "," 420,000 "
2025-04-02,4,April,West,Abuja,Retail,Store,Blender B10,Home Appliances," 30,000 ",9," 270,000 ",Grace," 24,000 "," 216,000 "," 54,000 "
2025-01-18,1,January,South,Abuja,Retail,Online,Microwave M20,Home Appliances," 60,000 ",8," 480,000 ",Aisha," 48,000 "," 384,000 "," 96,000 "
2025-01-10,1,January,West,Kano,Retail,Online,Desktop PC D21,Electronics," 300,000 ",2," 600,000 ",Musa," 240,000 "," 480,000 "," 120,000 "
2025-03-16,3,March,South,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances," 220,000 ",7," 1,540,000 ",Musa," 176,000 "," 1,232,000 "," 308,000 "
2025-02-08,2,February,North,Lagos,Corporate,Store,Desktop PC D21,Electronics," 300,000 ",8," 2,400,000 ",Chidinma," 240,000 "," 1,920,000 "," 480,000 "
2025-02-12,2,February,East,Lagos,Corporate,Store,Laptop A13,Electronics," 420,000 ",10," 4,200,000 ",Peter," 336,000 "," 3,360,000 "," 840,000 "
2025-04-10,4,April,East,Abuja,Corporate,Online,Desktop PC D21,Electronics," 300,000 ",2," 600,000 ",Peter," 240,000 "," 480,000 "," 120,000 "
2025-02-07,2,February,East,Lagos,Corporate,Online,Refrigerator R55,Home Appliances," 220,000 ",3," 660,000 ",Musa," 176,000 "," 528,000 "," 132,000 "
2025-02-03,2,February,East,Kano,Corporate,Store,Office Chair Pro,Furniture," 85,000 ",6," 510,000 ",David," 68,000 "," 408,000 "," 102,000 "
2025-02-24,2,February,North,Abuja,Corporate,Online,Sofa Classic,Furniture," 320,000 ",10," 3,200,000 ",Grace," 256,000 "," 2,560,000 "," 640,000 "
2025-01-03,1,January,East,Port Harcourt,Corporate,Online,Desktop PC D21,Electronics," 300,000 ",2," 600,000 ",David," 240,000 "," 480,000 "," 120,000 "
2025-03-19,3,March,South,Port Harcourt,Corporate,Store,Blender B10,Home Appliances," 30,000 ",6," 180,000 ",Grace," 24,000 "," 144,000 "," 36,000 "
2025-02-14,2,February,South,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances," 60,000 ",2," 120,000 ",Musa," 48,000 "," 96,000 "," 24,000 "
2025-01-03,1,January,North,Kano,Retail,Online,Refrigerator R55,Home Appliances," 220,000 ",5," 1,100,000 ",Chidinma," 176,000 "," 880,000 "," 220,000 "
2025-02-05,2,February,West,Abuja,Retail,Store,Air Conditioner X2,Home Appliances," 180,000 ",6," 1,080,000 ",Grace," 144,000 "," 864,000 "," 216,000 "
2025-04-15,4,April,North,Port Harcourt,Retail,Online,Smartphone Z10,Electronics," 250,000 ",4," 1,000,000 ",Peter," 200,000 "," 800,000 "," 200,000 "
2025-03-09,3,March,North,Kano,Corporate,Online,Office Chair Pro,Furniture," 85,000 ",10," 850,000 ",David," 68,000 "," 680,000 "," 170,000 "
2025-03-18,3,March,West,Lagos,Retail,Online,Desktop PC D21,Electronics," 300,000 ",6," 1,800,000 ",David," 240,000 "," 1,440,000 "," 360,000 "
2025-01-15,1,January,North,Lagos,Corporate,Store,Refrigerator R55,Home Appliances," 220,000 ",3," 660,000 ",Chidinma," 176,000 "," 528,000 "," 132,000 "
2025-01-06,1,January,North,Kano,Retail,Store,Blender B10,Home Appliances," 30,000 ",8," 240,000 ",Grace," 24,000 "," 192,000 "," 48,000 "
2025-03-11,3,March,North,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture," 85,000 ",2," 170,000 ",Chidinma," 68,000 "," 136,000 "," 34,000 "
2025-02-01,2,February,South,Abuja,Retail,Store,Printer P50,Electronics," 150,000 ",3," 450,000 ",Peter," 120,000 "," 360,000 "," 90,000 "
2025-03-26,3,March,East,Abuja,Retail,Store,Office Chair Pro,Furniture," 85,000 ",1," 85,000 ",Aisha," 68,000 "," 68,000 "," 17,000 "
2025-02-24,2,February,South,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics," 250,000 ",3," 750,000 ",Grace," 200,000 "," 600,000 "," 150,000 "
2025-04-01,4,April,East,Port Harcourt,Corporate,Store,Laptop A13,Electronics," 420,000 ",2," 840,000 ",Chidinma," 336,000 "," 672,000 "," 168,000 "
2025-03-08,3,March,West,Kano,Retail,Online,Printer P50,Electronics," 150,000 ",9," 1,350,000 ",Musa," 120,000 "," 1,080,000 "," 270,000 "
2025-01-16,1,January,North,Abuja,Retail,Store,Blender B10,Home Appliances," 30,000 ",9," 270,000 ",David," 24,000 "," 216,000 "," 54,000 "
2025-04-03,4,April,East,Lagos,Corporate,Store,Refrigerator R55,Home Appliances," 220,000 ",6," 1,320,000 ",Grace," 176,000 "," 1,056,000 "," 264,000 "
2025-04-02,4,April,North,Kano,Corporate,Store,Blender B10,Home Appliances," 30,000 ",3," 90,000 ",Grace," 24,000 "," 72,000 "," 18,000 "
2025-02-01,2,February,West,Kano,Retail,Online,Laptop A13,Electronics," 420,000 ",10," 4,200,000 ",David," 336,000 "," 3,360,000 "," 840,000 "
2025-04-12,4,April,North,Abuja,Corporate,Online,Blender B10,Home Appliances," 30,000 ",2," 60,000 ",Aisha," 24,000 "," 48,000 "," 12,000 "
2025-02-03,2,February,East,Port Harcourt,Corporate,Store,Printer P50,Electronics," 150,000 ",5," 750,000 ",David," 120,000 "," 600,000 "," 150,000 "
2025-04-16,4,April,South,Abuja,Retail,Store,Printer P50,Electronics," 150,000 ",10," 1,500,000 ",Aisha," 120,000 "," 1,200,000 "," 300,000 "
2025-01-11,1,January,West,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances," 180,000 ",3," 540,000 ",David," 144,000 "," 432,000 "," 108,000 "
2025-02-02,2,February,East,Kano,Corporate,Online,Blender B10,Home Appliances," 30,000 ",10," 300,000 ",Musa," 24,000 "," 240,000 "," 60,000 "
2025-01-04,1,January,East,Port Harcourt,Retail,Online,Laptop A13,Electronics," 420,000 ",2," 840,000 ",Musa," 336,000 "," 672,000 "," 168,000 "
2025-03-14,3,March,South,Port Harcourt,Corporate,Online,Sofa Classic,Furniture," 320,000 ",1," 320,000 ",Peter," 256,000 "," 256,000 "," 64,000 "
2025-03-27,3,March,North,Lagos,Retail,Online,Printer P50,Electronics," 150,000 ",2," 300,000 ",Musa," 120,000 "," 240,000 "," 60,000 "
2025-04-25,4,April,East,Lagos,Corporate,Store,Blender B10,Home Appliances," 30,000 ",9," 270,000 ",Grace," 24,000 "," 216,000 "," 54,000 "
2025-02-26,2,February,West,Lagos,Retail,Online,Office Chair Pro,Furniture," 85,000 ",7," 595,000 ",Peter," 68,000 "," 476,000 "," 119,000 "
2025-02-02,2,February,North,Port Harcourt,Corporate,Online,Printer P50,Electronics," 150,000 ",5," 750,000 ",David," 120,000 "," 600,000 "," 150,000 "
2025-01-01,1,January,West,Kano,Retail,Store,Sofa Classic,Furniture," 320,000 ",9," 2,880,000 ",Chidinma," 256,000 "," 2,304,000 "," 576,000 "
2025-03-06,3,March,North,Lagos,Retail,Online,Sofa Classic,Furniture," 320,000 ",10," 3,200,000 ",Peter," 256,000 "," 2,560,000 "," 640,000 "
2025-01-03,1,January,North,Kano,Corporate,Online,Office Chair Pro,Furniture," 85,000 ",7," 595,000 ",Peter," 68,000 "," 476,000 "," 119,000 "
2025-04-21,4,April,South,Kano,Retail,Online,Microwave M20,Home Appliances," 60,000 ",4," 240,000 ",Peter," 48,000 "," 192,000 "," 48,000 "
2025-04-04,4,April,East,Kano,Retail,Store,Microwave M20,Home Appliances," 60,000 ",7," 420,000 ",David," 48,000 "," 336,000 "," 84,000 "
2025-04-08,4,April,South,Lagos,Corporate,Online,Printer P50,Electronics," 150,000 ",7," 1,050,000 ",Grace," 120,000 "," 840,000 "," 210,000 "
2025-04-22,4,April,West,Lagos,Retail,Online,Office Chair Pro,Furniture," 85,000 ",3," 255,000 ",David," 68,000 "," 204,000 "," 51,000 "
2025-03-19,3,March,South,Abuja,Retail,Online,Office Chair Pro,Furniture," 85,000 ",10," 850,000 ",Musa," 68,000 "," 680,000 "," 170,000 "
2025-04-22,4,April,East,Lagos,Corporate,Store,Desktop PC D21,Electronics," 300,000 ",10," 3,000,000 ",David," 240,000 "," 2,400,000 "," 600,000 "
2025-03-20,3,March,South,Abuja,Retail,Store,Microwave M20,Home Appliances," 60,000 ",3," 180,000 ",Chidinma," 48,000 "," 144,000 "," 36,000 "
2025-02-27,2,February,East,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances," 60,000 ",3," 180,000 ",David," 48,000 "," 144,000 "," 36,000 "
2025-01-20,1,January,West,Lagos,Retail,Online,Office Chair Pro,Furniture," 85,000 ",6," 510,000 ",David," 68,000 "," 408,000 "," 102,000 "
2025-04-24,4,April,East,Kano,Corporate,Store,Laptop A13,Electronics," 420,000 ",2," 840,000 ",Aisha," 336,000 "," 672,000 "," 168,000 "
2025-02-15,2,February,North,Abuja,Retail,Store,Smartphone Z10,Electronics," 250,000 ",6," 1,500,000 ",Grace," 200,000 "," 1,200,000 "," 300,000 "
2025-03-11,3,March,North,Port Harcourt,Retail,Online,Printer P50,Electronics," 150,000 ",8," 1,200,000 ",David," 120,000 "," 960,000 "," 240,000 "
2025-04-28,4,April,East,Kano,Corporate,Online,Printer P50,Electronics," 150,000 ",10," 1,500,000 ",David," 120,000 "," 1,200,000 "," 300,000 "
2025-04-22,4,April,East,Kano,Retail,Online,Smartphone Z10,Electronics," 250,000 ",5," 1,250,000 ",Grace," 200,000 "," 1,000,000 "," 250,000 "
2025-02-16,2,February,West,Kano,Retail,Store,Sofa Classic,Furniture," 320,000 ",9," 2,880,000 ",Chidinma," 256,000 "," 2,304,000 "," 576,000 "
2025-03-19,3,March,West,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances," 180,000 ",10," 1,800,000 ",Grace," 144,000 "," 1,440,000 "," 360,000 "
2025-02-07,2,February,West,Kano,Corporate,Store,Microwave M20,Home Appliances," 60,000 ",6," 360,000 ",Aisha," 48,000 "," 288,000 "," 72,000 "
2025-01-16,1,January,West,Kano,Corporate,Online,Printer P50,Electronics," 150,000 ",10," 1,500,000 ",Musa," 120,000 "," 1,200,000 "," 300,000 "
2025-02-26,2,February,East,Port Harcourt,Retail,Online,Smartphone Z10,Electronics," 250,000 ",5," 1,250,000 ",Aisha," 200,000 "," 1,000,000 "," 250,000 "
2025-01-22,1,January,West,Kano,Retail,Online,Air Conditioner X2,Home Appliances," 180,000 ",3," 540,000 ",Chidinma," 144,000 "," 432,000 "," 108,000 "
2025-02-14,2,February,West,Kano,Corporate,Store,Sofa Classic,Furniture," 320,000 ",5," 1,600,000 ",Aisha," 256,000 "," 1,280,000 "," 320,000 "
2025-02-05,2,February,South,Port Harcourt,Retail,Store,Sofa Classic,Furniture," 320,000 ",10," 3,200,000 ",David," 256,000 "," 2,560,000 "," 640,000 "
2025-02-26,2,February,East,Port Harcourt,Corporate,Online,Blender B10,Home Appliances," 30,000 ",5," 150,000 ",Chidinma," 24,000 "," 120,000 "," 30,000 "
2025-02-19,2,February,North,Port Harcourt,Corporate,Store,Laptop A13,Electronics," 420,000 ",3," 1,260,000 ",Chidinma," 336,000 "," 1,008,000 "," 252,000 "
2025-03-08,3,March,East,Kano,Retail,Online,Blender B10,Home Appliances," 30,000 ",4," 120,000 ",Peter," 24,000 "," 96,000 "," 24,000 "
2025-04-08,4,April,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances," 180,000 ",4," 720,000 ",Chidinma," 144,000 "," 576,000 "," 144,000 "
2025-02-23,2,February,East,Lagos,Retail,Online,Smartphone Z10,Electronics," 250,000 ",5," 1,250,000 ",Grace," 200,000 "," 1,000,000 "," 250,000 "
